caseNumber,steps,temperature,intensityOfUse,humidity,degradationState,degradationAfterTreatment,productionVolume,treatment,cumulativeProduction
0,48,14.108732327573819,9.041212380299513,12.162566294626167,41.70092726910142,,1991.6598145461799,0,90428.40856324488
0,49,11.797350089559702,9.19604649304726,17.560627395414812,0.0,-134.95644607608156,1800.0,1,92228.40856324488
1,0,6.953358114665999,6.716759990586442,19.93689700616333,0.0,-108.53977184585717,1800.0,1,1800.0
1,1,14.08249377756639,12.66280031218216,22.164961529249016,139.4616879891801,,1972.1076624021641,0,3772.1076624021644
1,2,17.2290610245461,9.720503295432172,25.01193305237124,33.82742802488883,-233.2104660122065,1793.9110629555203,1,5566.018725357684
1,3,12.003904262446476,6.735242791675942,20.482543012276377,145.07456342793054,,1970.9850873144142,0,7537.003812672098
1,4,6.335430671538795,11.917087426208337,21.370017824366972,181.67925807207962,,1963.6641483855842,0,9500.667961057683
1,5,7.452759656367633,11.064171477318364,19.650392114545586,268.1207663227325,,1946.3758467354537,0,11447.043807793136
1,6,3.6721119747130446,14.33701140375543,21.362421741688145,366.86808449819443,,1926.6263831003614,0,13373.670190893497
1,7,13.561345286664173,8.012053655554592,24.657923995976006,505.6783871680436,,1898.8643225663914,0,15272.53451345989
1,8,9.679424035012724,13.526729568703598,25.28081193713022,598.0048417208807,,1880.399031655824,0,17152.933545115713
1,9,10.768559392500537,5.689966441384636,22.456947000892463,714.0378866205153,,1857.192422675897,0,19010.12596779161
1,10,8.01049826661062,8.790669563696504,24.395200010676557,632.6639702769612,-208.75545918518696,1686.1204853501472,1,20696.246453141757
1,11,17.59012588074382,4.179046490586443,11.389527831917825,669.0001935688188,,1866.1999612862364,0,22562.446414427995
1,12,12.977995282792623,8.343461778539954,21.49042882323999,793.4823555375089,,1841.3035288924982,0,24403.749943320494
1,13,1.1235338446244576,13.685641105284619,26.809148446851285,845.0972557415364,,1830.9805488516931,0,26234.730492172184
1,14,9.798958709204026,11.861592993910232,31.199144422245432,743.6718274257549,-224.27633056923617,1666.1390710633643,1,27900.86956323555
1,15,9.366408247994917,9.204833107953053,14.457492789775369,602.020506066604,-211.16505521926717,1691.6363089080116,1,29592.50587214356
1,16,3.220693935079346,14.330626550428414,23.293074682588948,721.5861937454679,,1855.6827612509064,0,31448.188633394468
1,17,19.317844679311108,4.017863516315427,13.559446037769504,827.2093551110769,,1834.5581289777847,0,33282.746762372255
1,18,9.215344356465119,9.633298961891047,20.156799917856265,884.0946391447052,,1823.181072171059,0,35105.92783454331
1,19,6.001367325980587,8.649466744432814,22.503859716380468,720.3421655790053,-217.03427646962666,1670.338410195779,1,36776.26624473909
1,20,10.944621453131306,2.990319879370011,14.208915297855453,768.0470488883007,,1846.39059022234,0,38622.65683496143
1,21,8.76908672118679,2.742005231621354,9.554378841534858,757.7240542043872,-190.92137454324018,1663.6096702432105,1,40286.26650520464
1,22,17.74578398344643,9.339109951908343,23.147065752656115,846.8344940285979,,1830.6331011942807,0,42116.89960639892
1,23,8.91800801072265,14.798678178433875,22.128106421831315,711.2055607743349,-208.58856499142382,1671.98299906062,1,43788.88260545954
1,24,7.020652095217285,12.195794873963136,25.78055947995571,824.76809463272,,1835.0463810734561,0,45623.928986533
1,25,-7.426462930533393,7.077453397709255,27.90661281885768,871.3839987081251,,1825.723200258375,0,47449.652186791376
1,26,9.222537450175988,13.22618529784103,14.322896206298827,937.5913256088015,,1812.4817348782396,0,49262.133921669614
1,27,11.381886526153652,13.268185477773496,21.07725476839425,992.5550923456665,,1801.4889815308668,0,51063.62290320048
1,28,14.896900777032954,6.3078516289484385,12.052648160509383,954.5972208500933,-231.67689833658972,1628.1725002469834,1,52691.79540344746
1,29,6.62494280479971,10.148313136555153,17.84222728176154,1054.1424566553262,,1789.171508668935,0,54480.9669121164
1,30,20.081923606645688,10.759954034234388,18.704963177240906,1145.7341325673322,,1770.8531734865337,0,56251.82008560293
1,31,7.564498201742796,8.481543767143238,24.21551585528599,1226.5317416666076,,1754.6936516666785,0,58006.51373726961
1,32,15.905753007839547,10.161647120798579,15.365790588593745,1123.5406132328235,-206.19318836000116,1597.762689618092,1,59604.2764268877
1,33,9.887225659716792,3.064057493387873,10.973338724292928,1250.7891545745947,,1749.8421690850814,0,61354.11859597278
1,34,15.301551946757169,9.286741721896966,18.546166085268474,1352.8379686728958,,1729.4324062654212,0,63083.55100223821
1,35,14.150436210574522,9.974733422062595,11.560319075098207,1232.765510446225,-205.83961981988068,1578.1022081196795,1,64661.65321035789
1,36,14.340672291797716,11.103429691874343,20.444203810273848,1329.7367365573941,,1734.0526526885214,0,66395.7058630464
1,37,19.674117004425582,11.931542436215272,17.206757447599504,1210.0812487369967,-219.9048868581135,1582.1853752273407,1,67977.89123827375
1,38,13.634202219261535,8.45140558057317,17.874552414541764,1347.4751961241768,,1730.5049607751648,0,69708.3961990489
1,39,1.3701778222233099,10.275033170598789,24.31636250641137,1393.6695957368827,,1721.2660808526234,0,71429.66227990153
1,40,9.534722218451638,7.172079444793406,26.13941852495084,1369.444692070953,-194.5203857484139,1553.4999554272283,1,72983.16223532877
1,41,11.97755565529668,9.5472148118791,26.34405924679684,1281.9185182525364,-187.1262152917559,1569.2546667145436,1,74552.4169020433
1,42,14.307998967312734,15.277785521235888,29.278433333985134,1396.5134679342764,-194.7031529244382,1548.6275757718306,1,76101.04447781514
1,43,17.21315538411318,13.612338399481176,21.634082614144905,1443.742087150411,,1711.251582569918,0,77812.29606038505
1,44,12.449972498413004,6.529122459037388,15.006172479418648,1539.6359314415474,,1692.0728137116905,0,79504.36887409675
1,45,0.8933961019514332,9.651056374345462,33.26337519905283,1421.4970623490376,-218.11738907316476,1544.1305287771734,1,81048.49940287392
1,46,8.52237641374021,11.575561414018978,18.583216299595477,1585.2897883321991,,1682.9420423335605,0,82731.44144520749
1,47,20.212681206623692,5.984723618691055,14.41633994359546,1598.7849109604588,,1680.2430178079082,0,84411.6844630154
1,48,1.99028177974518,8.770232313543245,25.770392190723207,1632.7766961247194,,1673.444660775056,0,86085.12912379044
1,49,9.335937211439948,2.747444279922515,13.97550082465072,1531.535358134347,-201.19325413675597,1524.3236355358176,1,87609.45275932626
2,0,11.967483685340095,10.903800255949374,16.90196300635162,49.54748317306696,,1990.090503365387,0,1990.090503365387
2,1,2.847466115172341,10.353566090947506,25.193343890717117,275.90964611707005,,1944.818070776586,0,3934.908574141973
2,2,6.936391296518408,9.888991337359052,20.281896521281812,198.22403513740304,-188.3827586708903,1764.3196736752673,1,5699.22824781724
2,3,18.222648260769475,13.545878433495595,16.1586697236734,288.76700016453765,,1942.2465999670924,0,7641.474847784332
2,4,1.1145539106639024,10.772888211928661,14.991524196266617,249.82218596507118,-252.19377110512738,1755.0320065262872,1,9396.506854310619
2,5,7.928138291503105,11.02983260128341,18.663749848588537,328.0329147993254,,1934.393417040135,0,11330.900271350754
2,6,12.757870407613492,7.7277906522231685,24.664792468562442,392.06312582601396,,1921.5873748347972,0,13252.487646185553
2,7,12.326733169228776,6.52114045016057,17.866066571539477,248.00232955705522,-211.30608958942574,1755.3595806797302,1,15007.847226865282
2,8,16.803746632471867,12.168251665374083,21.99705810137028,294.2760810852884,,1941.1447837829423,0,16948.992010648224
2,9,7.233199951702704,9.407768942134323,23.681174556465596,376.3909264081062,,1924.7218147183787,0,18873.7138253666
2,10,14.182616087046057,5.809505503223651,15.727847145265368,264.5059635678376,-206.29232383933333,1752.388926557789,1,20626.10275192439
2,11,4.212369954986611,7.046477774417938,15.340406685118781,141.4820904588138,-255.68214830324894,1774.5332237174136,1,22400.635975641806
2,12,19.303372325525032,7.12552552182372,20.55829339207548,226.7615311465074,,1954.6476937706987,0,24355.283669412504
2,13,7.428117786836308,6.484180134502429,17.73241516338592,295.4627892662527,,1940.9074421467494,0,26296.191111559256
2,14,-0.39245681664929144,10.095639199289108,23.519145241635325,414.2747235572246,,1917.1450552885553,0,28213.33616684781
2,15,5.329728646403517,10.913968741814793,17.372467481673922,302.98885682303694,-171.68258998567416,1745.4620057718537,1,29958.798172619663
2,16,0.9010084243876193,6.635805268300571,24.194006416013572,184.77446479155026,-230.53488393737587,1766.7405963375213,1,31725.538768957183
2,17,9.576378998045765,11.115334302847808,17.352750747268896,5.396121168254275,-204.37737490432588,1799.0286981897143,1,33524.5674671469
2,18,11.509037193083886,9.6239824003617,21.751308055037743,110.05834178548311,,1977.9883316429034,0,35502.5557987898
2,19,11.54512053027412,5.179508303523085,18.31670508840014,243.76737146587107,,1951.246525706826,0,37453.80232449663
2,20,11.963490109191888,11.191308883584387,10.28066305407819,23.794639444284506,-267.605736702167,1795.7169649000289,1,39249.51928939666
2,21,19.09283167896727,6.704251079292138,11.064772418331424,107.18036667792532,,1978.563926664415,0,41228.08321606107
2,22,13.002729035058493,11.807907807847547,25.822305329696146,0.0,-141.46254762481465,1800.0,1,43028.08321606107
2,23,5.7881273932323705,7.749910374609299,17.40376463974388,65.73738582874988,,1986.85252283425,0,45014.93573889532
2,24,10.65632551351105,11.338651703997122,24.44793564654786,190.33484613881564,,1961.9330307722369,0,46976.86876966756
2,25,9.434494697517314,9.99841496380984,15.458469581409894,133.34643979021337,-165.10250866128985,1775.9976408377618,1,48752.86641050532
2,26,12.258803573993905,2.9178173256411952,16.736027497311408,222.1828922550723,,1955.5634215489856,0,50708.42983205431
2,27,7.4554008903292885,9.881402766178804,20.572185612428264,52.335460866352925,-230.21528869061896,1790.5796170440567,1,52499.00944909836
2,28,4.56835340641534,5.270316085960619,24.98283951301212,0.0,-123.29725224631648,1800.0,1,54299.00944909836
2,29,11.253366915478335,12.014645178405114,23.16943600648276,95.40398409328425,,1980.9192031813434,0,56279.928652279705
2,30,18.048771218838898,6.431125565997358,20.00649136216256,176.53581041859022,,1964.6928379162819,0,58244.62149019599
2,31,10.916861652517614,7.16953516569264,28.132983715157557,301.18869383955445,,1939.7622612320893,0,60184.383751428075
2,32,11.928592750734255,9.58478407401322,23.72648840809637,351.8324528742205,,1929.6335094251563,0,62114.01726085323
2,33,11.922140816197329,14.698050143109729,19.735476959294207,392.5615260458298,,1921.4876947908342,0,64035.504955644064
2,34,8.181833882791171,14.979457356873684,17.008562887927294,295.2505859305791,-186.37623812459492,1746.854894532496,1,65782.35985017657
2,35,5.802054337284708,9.966420478937955,20.43042461973554,141.40898280174977,-208.31952054909064,1774.546383095685,1,67556.90623327225
2,36,10.10136786571372,11.546412314065755,20.365843754986386,249.96847672241657,,1950.0063046555167,0,69506.91253792777
2,37,7.048445370747475,10.375854316826379,13.817144401093206,355.68669383481574,-228.84319421974033,1735.9763951097334,1,71242.8889330375
2,38,8.278544512089258,10.760127010853886,19.897579667765285,416.6660127046111,,1916.666797459078,0,73159.55573049658
2,39,15.602965359994489,12.429564712646812,20.702510259125756,291.46720186089084,-214.97186417806074,1747.5359036650398,1,74907.09163416161
2,40,8.700565378830738,10.790001178410218,18.422567004645472,416.5401976129802,,1916.691960477404,0,76823.78359463903
2,41,-0.6571065055739105,12.88147602998806,34.55584874532364,260.06606110837913,-228.24431465734438,1753.188109000492,1,78576.97170363952
2,42,12.51266241453143,6.075837759766073,21.21447401195412,377.02114630798616,,1924.5957707384027,0,80501.56747437791
2,43,8.399907784599066,3.9105935775587755,15.805679157365098,491.3163452397253,,1901.736730952055,0,82403.30420532997
2,44,10.998816743406381,8.056506632169635,12.411382912003724,367.21459764956376,-187.10592264524882,1733.9013724230788,1,84137.20557775305
2,45,-0.24037338039767953,14.897035394030901,31.73161386029242,448.49980480089806,,1910.3000390398204,0,86047.50561679287
2,46,21.324703590453247,9.965876275574145,14.417408376842573,372.1040584050213,-224.84372920301792,1733.021269487096,1,87780.52688627997
2,47,17.406840238775207,11.191705549761695,18.05300564524888,506.53862002996357,,1898.6922759940073,0,89679.21916227398
2,48,6.061904926366003,11.039924204930728,13.997032781075326,394.2535521998915,-217.1219288212568,1729.0343606040199,1,91408.25352287799
2,49,14.538706443988419,13.34358606877366,18.518446555695423,521.7637818639541,,1895.6472436272093,0,93303.9007665052
3,0,17.99504619237129,7.003965702304158,17.46310036355619,0.0,-77.6263615911978,1800.0,1,1800.0
3,1,12.549676789123604,7.989177742917102,21.05271282576576,0.0,-84.31651198010893,1800.0,1,3600.0
3,2,9.638348692127138,8.667682781999087,22.103642104496462,0.0,-62.01960086060867,1800.0,1,5400.0
3,3,11.665790460688411,6.098548445249479,15.385181261649711,78.4334195747631,,1984.3133160850475,0,7384.3133160850475
3,4,15.711920763334192,6.409941167290808,22.62974568077376,170.1097395018323,,1965.9780520996335,0,9350.29136818468
3,5,0.4975740630766019,6.703472382579967,12.397881289545062,315.321099205467,,1936.9357801589067,0,11287.227148343587
3,6,7.898935902824384,9.909414727322746,24.934007566611324,494.40213234577897,,1901.119573530844,0,13188.346721874432
3,7,8.93225594255097,11.233651055742087,25.399777277043803,325.9450131365194,-226.61760104045038,1741.3298976354265,1,14929.676619509859
3,8,9.20624486597476,7.570604679485647,20.977374772772606,412.22894008747693,,1917.554211982505,0,16847.230831492365
3,9,3.499088478592695,8.417394040005943,22.611631977701478,502.2258146687376,,1899.5548370662525,0,18746.785668558616
3,10,14.472808062029872,11.893625010508508,20.55451941046645,677.9910757343707,,1864.4017848531257,0,20611.18745341174
3,11,10.028404032833885,8.399491344759875,15.74558193515815,506.64008746425634,-235.592589929646,1708.8047842564338,1,22319.992237668175
3,12,12.941364595878559,8.746430443859545,12.41698955624688,581.1076306249873,,1883.7784738750026,0,24203.770711543177
3,13,13.908857702131161,7.273953104141184,17.724520684445185,408.10671276517195,-223.20608641131395,1726.5407917022694,1,25930.311503245448
3,14,23.093971087142656,7.3212025506965785,12.573262431020792,491.1018413545468,,1901.7796317290909,0,27832.091134974537
3,15,13.82753251253148,11.051156500035686,20.02470433997684,635.4815430495912,,1872.9036913900818,0,29704.99482636462
3,16,5.9533503392189715,9.412781624000052,27.69469719292728,512.412515924358,-215.50479150304557,1707.7657471336158,1,31412.760573498235
3,17,8.25242393671671,9.396560536062522,24.89194633063668,305.77207247160953,-248.0949185827282,1744.9610269551104,1,33157.72160045335
3,18,13.248219047531041,12.05333533183494,18.48854334859977,147.81505950895806,-248.16738823048175,1773.3932892883877,1,34931.11488974174
3,19,7.449010485832086,11.862040721822693,24.17835748925262,339.4177142613652,,1932.1164571477273,0,36863.231346889464
3,20,9.511002616593343,3.537241390883622,11.507990235461838,220.94945713853193,-223.20290858752688,1760.2290977150644,1,38623.46044460453
3,21,12.082609794391464,13.511511494449552,19.666251408562786,343.98828064132755,,1931.2023438717345,0,40554.66278847626
3,22,7.530990295916894,12.40238787812768,19.21502616675817,207.34841913804127,-206.5774616642031,1762.6772845551527,1,42317.34007303141
3,23,2.729613593831764,11.649017879952556,22.172361254046468,145.48617128801496,-186.14671679720536,1773.8124891681573,1,44091.15256219957
3,24,13.547259621299816,8.54057835112059,18.81290680115221,0.0,-204.196139740364,1800.0,1,45891.15256219957
3,25,15.843844710320905,7.37373143227277,24.740909247822266,140.86317314579952,,1971.8273653708402,0,47862.97992757041
3,26,5.434278294641956,4.62648116804303,19.487099023418175,173.24182235525728,,1965.351635528949,0,49828.33156309936
3,27,10.075176113533121,6.511348822824894,18.981582855881108,286.3135983032447,,1942.7372803393512,0,51771.06884343871
3,28,7.1698905290599715,11.597773022731413,23.09887510472176,129.29209056651789,-233.49923297324946,1776.7274236980268,1,53547.796267136735
3,29,12.023011595615284,11.454226505820463,21.56467581039136,0.0,-178.96864557245996,1800.0,1,55347.796267136735
3,30,17.64313513919804,9.118714536473291,10.15381203950176,0.0,-70.13841536352716,1800.0,1,57147.796267136735
3,31,12.501848194926623,7.673417726670644,18.050468374184945,0.0,-148.72766392910881,1800.0,1,58947.796267136735
3,32,1.3131963134056797,14.325109895523555,26.236700540524524,0.0,-89.23604753064085,1800.0,1,60747.796267136735
3,33,11.337996682069356,8.950268555490506,22.37856423739169,161.22588911009163,,1967.7548221779816,0,62715.55108931472
3,34,14.680937356858696,10.410020189602442,18.302661336718014,0.0,-206.03624229280322,1800.0,1,64515.55108931472
3,35,17.658310949478718,12.325207718386553,21.10393244254937,132.1614293695862,,1973.567714126083,0,66489.1188034408
3,36,6.456544889348565,8.127367684664268,16.7566967973868,0.0,-164.65180409145225,1800.0,1,68289.1188034408
3,37,9.980533098902521,6.497985191812868,17.519213116895045,171.45889667372904,,1965.7082206652544,0,70254.82702410605
3,38,1.8138900197899321,10.082800817120201,25.397400076782237,5.805529802339127,-211.0549973029666,1798.9550046355791,1,72053.78202874164
3,39,-0.03289367934956999,9.666545599613816,21.564178236716096,0.0,-155.3785158674319,1800.0,1,73853.78202874164
3,40,14.155110141982602,12.27624027832126,24.398956332376933,120.03062654584977,,1975.9938746908301,0,75829.77590343247
3,41,14.047953218253248,9.465244049203957,16.287432152920204,305.3174653464666,,1938.9365069307069,0,77768.71241036316
3,42,11.12897110801772,7.738564388138802,20.0072880450916,231.6292719771893,-221.40046105119214,1758.3067310441058,1,79527.01914140728
3,43,10.298993605908821,13.157279869697206,21.12595253972998,314.7273168054964,,1937.0545366389008,0,81464.07367804617
3,44,0.7200672821622618,9.645813456874812,21.41355006898395,472.4524012339711,,1905.5095197532057,0,83369.58319779938
3,45,11.692954982560453,15.464493417224118,24.613249895591157,343.532655772657,-189.10297943389537,1738.164121960922,1,85107.74731976031
3,46,6.460793178971252,9.32955988395561,14.2941390409588,273.0791002584312,-204.18162341761655,1750.8457619534827,1,86858.59308171379
3,47,8.078086117025972,10.590914741437977,10.753366240547198,352.95609990624035,,1929.4087800187517,0,88788.00186173254
3,48,5.895369860090208,9.59382026680403,21.384170502612587,385.0680986498534,,1922.9863802700293,0,90710.98824200257
3,49,1.2205974043635432,8.533948953756372,13.392736196119932,488.4291271268536,,1902.3141745746293,0,92613.3024165772
4,0,11.747312943624594,10.649011252961536,18.5825713523186,0.0,-132.00002391413176,1800.0,1,1800.0
4,1,10.843016726242821,4.857089011241481,10.619925220725003,0.0,-67.70686863419299,1800.0,1,3600.0
4,2,19.293190487733547,6.947070376881346,14.575978335352353,0.0,-121.3246007408496,1800.0,1,5400.0
4,3,12.547130263714383,11.568970851831832,25.12307995251163,110.96393277811967,,1977.807213444376,0,7377.8072134443755
4,4,7.922667594683219,7.811735138685711,20.53759932021906,0.0,-162.51967982873953,1800.0,1,9177.807213444376
4,5,12.045332659504554,4.003815296330011,7.942290689657739,133.49338946411893,,1973.3013221071765,0,11151.108535551553
4,6,-5.721290890247852,7.671954722669652,20.631574067145486,210.4058442177341,,1957.9188311564533,0,13109.027366708006
4,7,12.409028717780226,6.918523104919227,12.467247172776428,137.63303059707118,-224.60856175400625,1775.2260544925273,1,14884.253421200534
4,8,15.379246718011423,5.710445156173211,22.17078976355831,198.96950618672565,,1960.2060987626548,0,16844.459519963188
4,9,15.738021606356906,11.434693071250859,21.073344401665832,89.12826843693279,-207.43704185020363,1783.9569116813523,1,18628.41643164454
4,10,14.087321719945724,8.516178114522674,14.27772039817177,183.57111234115908,,1963.2857775317684,0,20591.70220917631
4,11,12.315749079119685,8.595415835794075,13.41761642148708,307.94332395694954,,1938.4113352086101,0,22530.11354438492
4,12,3.2735449202937597,9.048157727742293,19.69644552506323,383.87761442828173,,1923.2244771143437,0,24453.33802149926
4,13,12.31529918441025,5.824794031143925,17.599974119988033,449.2774133018153,,1910.1445173396369,0,26363.4825388389
4,14,9.593894054813894,8.879095143934983,19.62383454867727,321.68440600326915,-240.99032964740763,1742.0968069194116,1,28105.57934575831
4,15,6.680596260396863,10.256237571306656,19.13897258917406,174.08010924127035,-217.14128650227548,1768.6655803365716,1,29874.24492609488
4,16,11.613858841774231,10.030581789595237,17.203201850340736,61.03605804146257,-213.40523391080222,1789.013509552537,1,31663.258435647418
4,17,7.876061227797398,8.503086656203307,19.263066749475133,0.0,-124.13198947658964,1800.0,1,33463.25843564742
4,18,15.266610698655734,5.047400778064384,20.961121218614345,94.02927529274517,,1981.194144941451,0,35444.45258058887
4,19,9.45186999648902,13.52126468895514,25.667156437619802,141.6097279982993,,1971.67805440034,0,37416.13063498921
4,20,-1.954985459201211,8.814741165220658,24.466925921929363,204.57389207827248,,1959.0852215843454,0,39375.21585657356
4,21,9.66092907024421,12.2532825261488,28.54623665304252,140.91921119840615,-238.1962925603668,1774.634541984287,1,41149.85039855784
4,22,12.189359553501971,14.194985742561887,26.925307370239423,43.89100312363152,-206.9159569198647,1792.0996194377465,1,42941.95001799559
4,23,3.3391642290356565,9.851564213545645,20.04295990822301,138.19066998246834,,1972.3618660035063,0,44914.31188399909
4,24,4.030127443916554,8.16215189501762,17.001615213795354,374.3911126594776,,1925.1217774681045,0,46839.4336614672
4,25,15.448746426639747,8.541245464041598,14.081190340792151,180.09708807456906,-273.1815781147588,1767.582524146578,1,48607.01618561378
4,26,4.015179546415364,12.222327053117793,24.410363648916714,43.48920178171465,-207.0605559325624,1792.1719436792914,1,50399.18812929307
4,27,1.8998601761896747,11.204234045773633,31.911410664261034,126.61580587252672,,1974.6768388254948,0,52373.86496811856
4,28,5.02775526930187,8.309159219536117,21.153573998596286,105.74376089554809,-231.50578451431014,1780.9661230388015,1,54154.831091157364
4,29,7.375814571482862,13.22878399945264,21.326796084411658,278.9517777335648,,1944.2096444532872,0,56099.04073561065
4,30,11.412601270512772,9.448196552512245,19.37315171412476,171.77156532408287,-202.67151098415172,1769.081118241665,1,57868.12185385232
4,31,11.693530759832681,6.729932834912933,23.346116959385064,79.1328769890463,-222.96642222646642,1785.7560821419718,1,59653.87793599429
4,32,10.09368555481158,13.630686389613425,32.02705471773819,184.0890915984428,,1963.1821816803117,0,61617.0601176746
4,33,20.618720995061242,10.613984237575107,23.66176407911347,29.551739651720954,-235.52541487920965,1794.6806868626904,1,63411.740804537294
4,34,13.39465505219594,10.392573961377876,17.649582027029417,0.0,-128.2966540034172,1800.0,1,65211.740804537294
4,35,2.069708448408444,7.920506355430478,21.90515115054759,0.0,-55.49626489839981,1800.0,1,67011.74080453729
4,36,7.569031289411468,9.58528190075144,23.365341734896173,0.0,-36.39647182104545,1800.0,1,68811.74080453729
